,label,score
1208,절묘하지 않으며,-2
1209,절묘안한,-2
1210,활발하게,1
1211,활발한,1
1212,활발하다,2
1213,활발하고,2
1214,활발하며,2
1215,활발하지 않다,-2
1216,활발하지 않게,-2
1217,활발하지 않은,-2
1218,활발하지 않고,-2
1219,활발하지 않으며,-2
1220,활발안한,-2
1221,풍성하게,1
1222,풍성한,1
1223,풍성하다,2
1224,풍성하고,2
1225,풍성하며,2
1226,풍성하지 않다,-2
1227,풍성하지 않게,-2
1228,풍성하지 않은,-2
1229,풍성하지 않고,-2
1230,풍성하지 않으며,-2
1231,풍성안한,-2
1232,다채하게,1
1233,다채한,1
1234,다채하다,2
1235,다채하고,2
1236,다채하며,2
1237,다채하지 않다,-2
1238,다채하지 않게,-2
1239,다채하지 않은,-2
1240,다채하지 않고,-2
1241,다채하지 않으며,-2
1242,다채안한,-2
1243,포근하게,1
1244,포근한,1
1245,포근하다,2
1246,포근하고,2
1247,포근하며,2
1248,포근하지 않다,-2
1249,포근하지 않게,-2
1250,포근하지 않은,-2
1251,포근하지 않고,-2
1252,포근하지 않으며,-2
1253,포근안한,-2
1254,쾌활하게,1
1255,쾌활한,1
1256,쾌활하다,2
1257,쾌활하고,2
1258,쾌활하며,2
1259,쾌활하지 않다,-2
1260,쾌활하지 않게,-2
1261,쾌활하지 않은,-2
1262,쾌활하지 않고,-2
1263,쾌활하지 않으며,-2
1264,쾌활안한,-2
1265,유익하게,1
1266,유익한,1
1267,유익하다,2
1268,유익하고,2
1269,유익하며,2
1270,유익하지 않다,-2
1271,유익하지 않게,-2
1272,유익하지 않은,-2
1273,유익하지 않고,-2
1274,유익하지 않으며,-2
1275,유익안한,-2
1276,희미하게,1
1277,희미한,1
1278,희미하다,2
1279,희미하고,2
1280,희미하며,2
1281,희미하지 않다,-2
1282,희미하지 않게,-2
1283,희미하지 않은,-2
1284,희미하지 않고,-2
1285,희미하지 않으며,-2
1286,희미안한,-2
1287,유일하게,1
1288,유일한,1
1289,유일하다,2
1290,유일하고,2
1291,유일하며,2
1292,유일하지 않다,-2
1293,유일하지 않게,-2
1294,유일하지 않은,-2
1295,유일하지 않고,-2
1296,유일하지 않으며,-2
1297,유일안한,-2
1298,능통하게,1
1299,능통한,1
1300,능통하다,2
1301,능통하고,2
1302,능통하며,2
1303,능통하지 않다,-2
1304,능통하지 않게,-2
1305,능통하지 않은,-2
1306,능통하지 않고,-2
1307,능통하지 않으며,-2
1308,능통안한,-2
1309,똑똑하게,1
1310,똑똑한,1
1311,똑똑하다,2
1312,똑똑하고,2
1313,똑똑하며,2
1314,똑똑하지 않다,-2
1315,똑똑하지 않게,-2
1316,똑똑하지 않은,-2
1317,똑똑하지 않고,-2
1318,똑똑하지 않으며,-2
1319,똑똑안한,-2
1320,단순하게,1
1321,단순한,1
1322,단순하다,2
1323,단순하고,2
1324,단순하며,2
1325,단순하지 않다,-2
1326,단순하지 않게,-2
1327,단순하지 않은,-2
1328,단순하지 않고,-2
1329,단순하지 않으며,-2
1330,단순안한,-2
1331,영리하게,1
1332,영리한,1
1333,영리하다,2
1334,영리하고,2
1335,영리하며,2
1336,영리하지 않다,-2
1337,영리하지 않게,-2
1338,영리하지 않은,-2
1339,영리하지 않고,-2
1340,영리하지 않으며,-2
1341,영리안한,-2
1342,튼튼하게,1
1343,튼튼한,1
1344,튼튼하다,2
1345,튼튼하고,2
1346,튼튼하며,2
1347,튼튼하지 않다,-2
1348,튼튼하지 않게,-2
1349,튼튼하지 않은,-2
1350,튼튼하지 않고,-2
1351,튼튼하지 않으며,-2
1352,튼튼안한,-2
1353,축축하게,1
1354,축축한,1
1355,축축하다,2
1356,축축하고,2
1357,축축하며,2
1358,축축하지 않다,-2
1359,축축하지 않게,-2
1360,축축하지 않은,-2
1361,축축하지 않고,-2
1362,축축하지 않으며,-2
1363,축축안한,-2
1364,협소하게,1
1365,협소한,1
1366,협소하다,2
1367,협소하고,2
1368,협소하며,2
1369,협소하지 않다,-2
1370,협소하지 않게,-2
1371,협소하지 않은,-2
1372,협소하지 않고,-2
1373,협소하지 않으며,-2
1374,협소안한,-2
1375,면하게,1
1376,면한,1
1377,면하다,2
1378,면하고,2
1379,면하며,2
1380,면하지 않다,-2
1381,면하지 않게,-2
1382,면하지 않은,-2
1383,면하지 않고,-2
1384,면하지 않으며,-2
1385,면안한,-2
1386,참신하게,1
1387,참신한,1
1388,참신하다,2
1389,참신하고,2
1390,참신하며,2
1391,참신하지 않다,-2
1392,참신하지 않게,-2
1393,참신하지 않은,-2
1394,참신하지 않고,-2
1395,참신하지 않으며,-2
1396,참신안한,-2
1397,당연하게,1
1398,당연한,1
1399,당연하다,2
1400,당연하고,2
1401,당연하며,2
1402,당연하지 않다,-2
1403,당연하지 않게,-2
1404,당연하지 않은,-2
1405,당연하지 않고,-2
1406,당연하지 않으며,-2
1407,당연안한,-2
1408,은은하게,1
1409,은은한,1
1410,은은하다,2
1411,은은하고,2
1412,은은하며,2
1413,은은하지 않다,-2
1414,은은하지 않게,-2
1415,은은하지 않은,-2
1416,은은하지 않고,-2
1417,은은하지 않으며,-2
1418,은은안한,-2
1419,산뜻하게,1
1420,산뜻한,1
1421,산뜻하다,2
1422,산뜻하고,2
1423,산뜻하며,2
1424,산뜻하지 않다,-2
1425,산뜻하지 않게,-2
1426,산뜻하지 않은,-2
1427,산뜻하지 않고,-2
1428,산뜻하지 않으며,-2
1429,산뜻안한,-2
1430,한가하게,1
1431,한가한,1
1432,한가하다,2
1433,한가하고,2
1434,한가하며,2
1435,한가하지 않다,-2
1436,한가하지 않게,-2
1437,한가하지 않은,-2
1438,한가하지 않고,-2
1439,한가하지 않으며,-2
1440,한가안한,-2
1441,이만하게,1
1442,이만한,1
1443,이만하다,2
1444,이만하고,2
1445,이만하며,2
1446,이만하지 않다,-2
1447,이만하지 않게,-2
1448,이만하지 않은,-2
1449,이만하지 않고,-2
1450,이만하지 않으며,-2
1451,이만안한,-2
1452,애매하게,1
1453,애매한,1
1454,애매하다,2
1455,애매하고,2
1456,애매하며,2
1457,애매하지 않다,-2
1458,애매하지 않게,-2
1459,애매하지 않은,-2
1460,애매하지 않고,-2
1461,애매하지 않으며,-2
1462,애매안한,-2
1463,빠듯하게,1
1464,빠듯한,1
1465,빠듯하다,2
1466,빠듯하고,2
1467,빠듯하며,2
1468,빠듯하지 않다,-2
1469,빠듯하지 않게,-2
1470,빠듯하지 않은,-2
1471,빠듯하지 않고,-2
1472,빠듯하지 않으며,-2
1473,빠듯안한,-2
1474,기발하게,1
1475,기발한,1
1476,기발하다,2
1477,기발하고,2
1478,기발하며,2
1479,기발하지 않다,-2
1480,기발하지 않게,-2
1481,기발하지 않은,-2
1482,기발하지 않고,-2
1483,기발하지 않으며,-2
1484,기발안한,-2
1485,느슨하게,1
1486,느슨한,1
1487,느슨하다,2
1488,느슨하고,2
1489,느슨하며,2
1490,느슨하지 않다,-2
1491,느슨하지 않게,-2
1492,느슨하지 않은,-2
1493,느슨하지 않고,-2
1494,느슨하지 않으며,-2
1495,느슨안한,-2
1496,푸짐하게,1
1497,푸짐한,1
1498,푸짐하다,2
1499,푸짐하고,2
1500,푸짐하며,2
1501,푸짐하지 않다,-2
1502,푸짐하지 않게,-2
1503,푸짐하지 않은,-2
1504,푸짐하지 않고,-2
1505,푸짐하지 않으며,-2
1506,푸짐안한,-2
1507,간소하게,1
1508,간소한,1
1509,간소하다,2
1510,간소하고,2
1511,간소하며,2
1512,간소하지 않다,-2
1513,간소하지 않게,-2
1514,간소하지 않은,-2
1515,간소하지 않고,-2
1516,간소하지 않으며,-2
1517,간소안한,-2
1518,간략하게,1
1519,간략한,1
1520,간략하다,2
1521,간략하고,2
1522,간략하며,2
1523,간략하지 않다,-2
1524,간략하지 않게,-2
1525,간략하지 않은,-2
1526,간략하지 않고,-2
1527,간략하지 않으며,-2
1528,간략안한,-2
1529,정연하게,1
1530,정연한,1
1531,정연하다,2
1532,정연하고,2
1533,정연하며,2
1534,정연하지 않다,-2
1535,정연하지 않게,-2
1536,정연하지 않은,-2
1537,정연하지 않고,-2
1538,정연하지 않으며,-2
1539,정연안한,-2
1540,심심하게,1
1541,심심한,1
1542,심심하다,2
1543,심심하고,2
1544,심심하며,2
1545,심심하지 않다,-2
1546,심심하지 않게,-2
1547,심심하지 않은,-2
1548,심심하지 않고,-2
1549,심심하지 않으며,-2
1550,심심안한,-2
1551,중요하게,1
1552,중요한,1
1553,중요하다,2
1554,중요하고,2
1555,중요하며,2
1556,중요하지 않다,-2
1557,중요하지 않게,-2
1558,중요하지 않은,-2
1559,중요하지 않고,-2
1560,중요하지 않으며,-2
1561,중요안한,-2
1562,거대하게,1
1563,거대한,1
1564,거대하다,2
1565,거대하고,2
1566,거대하며,2
1567,거대하지 않다,-2
1568,거대하지 않게,-2
1569,거대하지 않은,-2
1570,거대하지 않고,-2
1571,거대하지 않으며,-2
1572,거대안한,-2
1573,든든하게,1
1574,든든한,1
1575,든든하다,2
1576,든든하고,2
1577,든든하며,2
1578,든든하지 않다,-2
1579,든든하지 않게,-2
1580,든든하지 않은,-2
1581,든든하지 않고,-2
1582,든든하지 않으며,-2
1583,든든안한,-2
1584,눅눅하게,1
1585,눅눅한,1
1586,눅눅하다,2
1587,눅눅하고,2
1588,눅눅하며,2
1589,눅눅하지 않다,-2
1590,눅눅하지 않게,-2
1591,눅눅하지 않은,-2
1592,눅눅하지 않고,-2
1593,눅눅하지 않으며,-2
1594,눅눅안한,-2
1595,웅장하게,1
1596,웅장한,1
1597,웅장하다,2
1598,웅장하고,2
1599,웅장하며,2
1600,웅장하지 않다,-2
1601,웅장하지 않게,-2
1602,웅장하지 않은,-2
1603,웅장하지 않고,-2
1604,웅장하지 않으며,-2
1605,웅장안한,-2
1606,열악하게,1
1607,열악한,1
1608,열악하다,2
1609,열악하고,2
1610,열악하며,2
1611,열악하지 않다,-2
1612,열악하지 않게,-2
1613,열악하지 않은,-2
1614,열악하지 않고,-2
1615,열악하지 않으며,-2
1616,열악안한,-2
1617,희귀하게,1
1618,희귀한,1
1619,희귀하다,2
1620,희귀하고,2
1621,희귀하며,2
1622,희귀하지 않다,-2
1623,희귀하지 않게,-2
1624,희귀하지 않은,-2
1625,희귀하지 않고,-2
1626,희귀하지 않으며,-2
1627,희귀안한,-2
1628,유명하게,1
1629,유명한,1
1630,유명하다,2
1631,유명하고,2
1632,유명하며,2
1633,유명하지 않다,-2
1634,유명하지 않게,-2
1635,유명하지 않은,-2
1636,유명하지 않고,-2
1637,유명하지 않으며,-2
1638,유명안한,-2
1639,꼼꼼하게,1
1640,꼼꼼한,1
1641,꼼꼼하다,2
1642,꼼꼼하고,2
1643,꼼꼼하며,2
1644,꼼꼼하지 않다,-2
1645,꼼꼼하지 않게,-2
1646,꼼꼼하지 않은,-2
1647,꼼꼼하지 않고,-2
1648,꼼꼼하지 않으며,-2
1649,꼼꼼안한,-2
1650,미묘하게,1
1651,미묘한,1
1652,미묘하다,2
1653,미묘하고,2
1654,미묘하며,2
1655,미묘하지 않다,-2
1656,미묘하지 않게,-2
1657,미묘하지 않은,-2
1658,미묘하지 않고,-2
1659,미묘하지 않으며,-2
1660,미묘안한,-2
1661,신기하게,1
1662,신기한,1
1663,신기하다,2
1664,신기하고,2
1665,신기하며,2
1666,신기하지 않다,-2
1667,신기하지 않게,-2
1668,신기하지 않은,-2
1669,신기하지 않고,-2
1670,신기하지 않으며,-2
1671,신기안한,-2
1672,다정하게,1
1673,다정한,1
1674,다정하다,2
1675,다정하고,2
1676,다정하며,2
1677,다정하지 않다,-2
1678,다정하지 않게,-2
1679,다정하지 않은,-2
1680,다정하지 않고,-2
1681,다정하지 않으며,-2
1682,다정안한,-2
1683,허름하게,1
1684,허름한,1
1685,허름하다,2
1686,허름하고,2
1687,허름하며,2
1688,허름하지 않다,-2
1689,허름하지 않게,-2
1690,허름하지 않은,-2
1691,허름하지 않고,-2
1692,허름하지 않으며,-2
1693,허름안한,-2
1694,동일하게,1
1695,동일한,1
1696,동일하다,2
1697,동일하고,2
1698,동일하며,2
1699,동일하지 않다,-2
1700,동일하지 않게,-2
1701,동일하지 않은,-2
1702,동일하지 않고,-2
1703,동일하지 않으며,-2
1704,동일안한,-2
1705,바람직하게,1
1706,바람직한,1
1707,바람직하다,2
1708,바람직하고,2
1709,바람직하며,2
1710,바람직하지 않다,-2
1711,바람직하지 않게,-2
1712,바람직하지 않은,-2
1713,바람직하지 않고,-2
1714,바람직하지 않으며,-2
1715,바람직안한,-2
1716,위대하게,1
1717,위대한,1
1718,위대하다,2
1719,위대하고,2
1720,위대하며,2
1721,위대하지 않다,-2
1722,위대하지 않게,-2
1723,위대하지 않은,-2
1724,위대하지 않고,-2
1725,위대하지 않으며,-2
1726,위대안한,-2
1727,무난하게,1
1728,무난한,1
1729,무난하다,2
1730,무난하고,2
1731,무난하며,2
1732,무난하지 않다,-2
1733,무난하지 않게,-2
1734,무난하지 않은,-2
1735,무난하지 않고,-2
1736,무난하지 않으며,-2
1737,무난안한,-2
1738,강렬하게,1
1739,강렬한,1
1740,강렬하다,2
1741,강렬하고,2
1742,강렬하며,2
1743,강렬하지 않다,-2
1744,강렬하지 않게,-2
1745,강렬하지 않은,-2
1746,강렬하지 않고,-2
1747,강렬하지 않으며,-2
1748,강렬안한,-2
1749,쌀쌀하게,1
1750,쌀쌀한,1
1751,쌀쌀하다,2
1752,쌀쌀하고,2
1753,쌀쌀하며,2
1754,쌀쌀하지 않다,-2
1755,쌀쌀하지 않게,-2
1756,쌀쌀하지 않은,-2
1757,쌀쌀하지 않고,-2
1758,쌀쌀하지 않으며,-2
1759,쌀쌀안한,-2
1760,잔잔하게,1
1761,잔잔한,1
1762,잔잔하다,2
1763,잔잔하고,2
1764,잔잔하며,2
1765,잔잔하지 않다,-2
1766,잔잔하지 않게,-2
1767,잔잔하지 않은,-2
1768,잔잔하지 않고,-2
1769,잔잔하지 않으며,-2
1770,잔잔안한,-2
1771,엉뚱하게,1
1772,엉뚱한,1
1773,엉뚱하다,2
1774,엉뚱하고,2
1775,엉뚱하며,2
1776,엉뚱하지 않다,-2
1777,엉뚱하지 않게,-2
1778,엉뚱하지 않은,-2
1779,엉뚱하지 않고,-2
1780,엉뚱하지 않으며,-2
1781,엉뚱안한,-2
1782,폭신하게,1
1783,폭신한,1
1784,폭신하다,2
1785,폭신하고,2
1786,폭신하며,2
1787,폭신하지 않다,-2
1788,폭신하지 않게,-2
1789,폭신하지 않은,-2
1790,폭신하지 않고,-2
1791,폭신하지 않으며,-2
1792,폭신안한,-2
1793,널찍하게,1
1794,널찍한,1
1795,널찍하다,2
1796,널찍하고,2
1797,널찍하며,2
1798,널찍하지 않다,-2
1799,널찍하지 않게,-2
1800,널찍하지 않은,-2
1801,널찍하지 않고,-2
1802,널찍하지 않으며,-2
1803,널찍안한,-2
1804,친밀하게,1
1805,친밀한,1
1806,친밀하다,2
1807,친밀하고,2
1808,친밀하며,2
1809,친밀하지 않다,-2
1810,친밀하지 않게,-2
1811,친밀하지 않은,-2
1812,친밀하지 않고,-2
1813,친밀하지 않으며,-2
1814,친밀안한,-2
1815,찝찝하게,1
1816,찝찝한,1
1817,찝찝하다,2
1818,찝찝하고,2
1819,찝찝하며,2
1820,찝찝하지 않다,-2
1821,찝찝하지 않게,-2
1822,찝찝하지 않은,-2
1823,찝찝하지 않고,-2
1824,찝찝하지 않으며,-2
1825,찝찝안한,-2
1826,불가피하게,1
1827,불가피한,1
1828,불가피하다,2
1829,불가피하고,2
1830,불가피하며,2
1831,불가피하지 않다,-2
1832,불가피하지 않게,-2
1833,불가피하지 않은,-2
1834,불가피하지 않고,-2
1835,불가피하지 않으며,-2
1836,불가피안한,-2
1837,긴밀하게,1
1838,긴밀한,1
1839,긴밀하다,2
1840,긴밀하고,2
1841,긴밀하며,2
1842,긴밀하지 않다,-2
1843,긴밀하지 않게,-2
1844,긴밀하지 않은,-2
1845,긴밀하지 않고,-2
1846,긴밀하지 않으며,-2
1847,긴밀안한,-2
1848,소소하게,1
1849,소소한,1
1850,소소하다,2
1851,소소하고,2
1852,소소하며,2
1853,소소하지 않다,-2
1854,소소하지 않게,-2
1855,소소하지 않은,-2
1856,소소하지 않고,-2
1857,소소하지 않으며,-2
1858,소소안한,-2
1859,단란하게,1
1860,단란한,1
1861,단란하다,2
1862,단란하고,2
1863,단란하며,2
1864,단란하지 않다,-2
1865,단란하지 않게,-2
1866,단란하지 않은,-2
1867,단란하지 않고,-2
1868,단란하지 않으며,-2
1869,단란안한,-2
1870,마땅하게,1
1871,마땅한,1
1872,마땅하다,2
1873,마땅하고,2
1874,마땅하며,2
1875,마땅하지 않다,-2
1876,마땅하지 않게,-2
1877,마땅하지 않은,-2
1878,마땅하지 않고,-2
1879,마땅하지 않으며,-2
1880,마땅안한,-2
1881,끈적하게,1
1882,끈적한,1
1883,끈적하다,2
1884,끈적하고,2
1885,끈적하며,2
1886,끈적하지 않다,-2
1887,끈적하지 않게,-2
1888,끈적하지 않은,-2
1889,끈적하지 않고,-2
1890,끈적하지 않으며,-2
1891,끈적안한,-2
1892,쿵쾅하게,1
1893,쿵쾅한,1
1894,쿵쾅하다,2
1895,쿵쾅하고,2
1896,쿵쾅하며,2
1897,쿵쾅하지 않다,-2
1898,쿵쾅하지 않게,-2
1899,쿵쾅하지 않은,-2
1900,쿵쾅하지 않고,-2
1901,쿵쾅하지 않으며,-2
1902,쿵쾅안한,-2
1903,믿음직하게,1
1904,믿음직한,1
1905,믿음직하다,2
1906,믿음직하고,2
1907,믿음직하며,2
1908,믿음직하지 않다,-2
1909,믿음직하지 않게,-2
1910,믿음직하지 않은,-2
1911,믿음직하지 않고,-2
1912,믿음직하지 않으며,-2
1913,믿음직안한,-2
1914,생생하게,1
1915,생생한,1
1916,생생하다,2
1917,생생하고,2
1918,생생하며,2
1919,생생하지 않다,-2
1920,생생하지 않게,-2
1921,생생하지 않은,-2
1922,생생하지 않고,-2
1923,생생하지 않으며,-2
1924,생생안한,-2
1925,따듯하게,1
1926,따듯한,1
1927,따듯하다,2
1928,따듯하고,2
1929,따듯하며,2
1930,따듯하지 않다,-2
1931,따듯하지 않게,-2
1932,따듯하지 않은,-2
1933,따듯하지 않고,-2
1934,따듯하지 않으며,-2
1935,따듯안한,-2
1936,초라하게,1
1937,초라한,1
1938,초라하다,2
1939,초라하고,2
1940,초라하며,2
1941,초라하지 않다,-2
1942,초라하지 않게,-2
1943,초라하지 않은,-2
1944,초라하지 않고,-2
1945,초라하지 않으며,-2
1946,초라안한,-2
1947,격렬하게,1
1948,격렬한,1
1949,격렬하다,2
1950,격렬하고,2
1951,격렬하며,2
1952,격렬하지 않다,-2
1953,격렬하지 않게,-2
1954,격렬하지 않은,-2
1955,격렬하지 않고,-2
1956,격렬하지 않으며,-2
1957,격렬안한,-2
1958,또렷하게,1
1959,또렷한,1
1960,또렷하다,2
1961,또렷하고,2
1962,또렷하며,2
1963,또렷하지 않다,-2
1964,또렷하지 않게,-2
1965,또렷하지 않은,-2
1966,또렷하지 않고,-2
1967,또렷하지 않으며,-2
1968,또렷안한,-2
1969,뚜렷하게,1
1970,뚜렷한,1
1971,뚜렷하다,2
1972,뚜렷하고,2
1973,뚜렷하며,2
1974,뚜렷하지 않다,-2
1975,뚜렷하지 않게,-2
1976,뚜렷하지 않은,-2
1977,뚜렷하지 않고,-2
1978,뚜렷하지 않으며,-2
1979,뚜렷안한,-2
1980,엉성하게,1
1981,엉성한,1
1982,엉성하다,2
1983,엉성하고,2
1984,엉성하며,2
1985,엉성하지 않다,-2
1986,엉성하지 않게,-2
1987,엉성하지 않은,-2
1988,엉성하지 않고,-2
1989,엉성하지 않으며,-2
1990,엉성안한,-2
1991,민첩하게,1
1992,민첩한,1
1993,민첩하다,2
1994,민첩하고,2
1995,민첩하며,2
1996,민첩하지 않다,-2
1997,민첩하지 않게,-2
1998,민첩하지 않은,-2
1999,민첩하지 않고,-2
2000,민첩하지 않으며,-2
2001,민첩안한,-2
2002,탄탄하게,1
2003,탄탄한,1
2004,탄탄하다,2
2005,탄탄하고,2
2006,탄탄하며,2
2007,탄탄하지 않다,-2
2008,탄탄하지 않게,-2
2009,탄탄하지 않은,-2
2010,탄탄하지 않고,-2
2011,탄탄하지 않으며,-2
2012,탄탄안한,-2
2013,특이하게,1
2014,특이한,1
2015,특이하다,2
2016,특이하고,2
2017,특이하며,2
2018,특이하지 않다,-2
2019,특이하지 않게,-2
2020,특이하지 않은,-2
2021,특이하지 않고,-2
2022,특이하지 않으며,-2
2023,특이안한,-2
2024,그만하게,1
2025,그만한,1
2026,그만하다,2
2027,그만하고,2
2028,그만하며,2
2029,그만하지 않다,-2
2030,그만하지 않게,-2
2031,그만하지 않은,-2
2032,그만하지 않고,-2
2033,그만하지 않으며,-2
2034,그만안한,-2
2035,고즈넉하게,1
2036,고즈넉한,1
2037,고즈넉하다,2
2038,고즈넉하고,2
2039,고즈넉하며,2
2040,고즈넉하지 않다,-2
2041,고즈넉하지 않게,-2
2042,고즈넉하지 않은,-2
2043,고즈넉하지 않고,-2
2044,고즈넉하지 않으며,-2
2045,고즈넉안한,-2
2046,납작하게,1
2047,납작한,1
2048,납작하다,2
2049,납작하고,2
2050,납작하며,2
2051,납작하지 않다,-2
2052,납작하지 않게,-2
2053,납작하지 않은,-2
2054,납작하지 않고,-2
2055,납작하지 않으며,-2
2056,납작안한,-2
2057,어떠하게,1
2058,어떠한,1
2059,어떠하다,2
2060,어떠하고,2
2061,어떠하며,2
2062,어떠하지 않다,-2
2063,어떠하지 않게,-2
2064,어떠하지 않은,-2
2065,어떠하지 않고,-2
2066,어떠하지 않으며,-2
2067,어떠안한,-2
2068,유사하게,1
2069,유사한,1
2070,유사하다,2
2071,유사하고,2
2072,유사하며,2
2073,유사하지 않다,-2
2074,유사하지 않게,-2
2075,유사하지 않은,-2
2076,유사하지 않고,-2
2077,유사하지 않으며,-2
2078,유사안한,-2
2079,합당하게,1
2080,합당한,1
2081,합당하다,2
2082,합당하고,2
2083,합당하며,2
2084,합당하지 않다,-2
2085,합당하지 않게,-2
2086,합당하지 않은,-2
2087,합당하지 않고,-2
2088,합당하지 않으며,-2
2089,합당안한,-2
2090,족하게,1
2091,족한,1
2092,족하다,2
2093,족하고,2
2094,족하며,2
2095,족하지 않다,-2
2096,족하지 않게,-2
2097,족하지 않은,-2
2098,족하지 않고,-2
2099,족하지 않으며,-2
2100,족안한,-2
2101,허술하게,1
2102,허술한,1
2103,허술하다,2
2104,허술하고,2
2105,허술하며,2
2106,허술하지 않다,-2
2107,허술하지 않게,-2
2108,허술하지 않은,-2
2109,허술하지 않고,-2
2110,허술하지 않으며,-2
2111,허술안한,-2
2112,민망하게,1
2113,민망한,1
2114,민망하다,2
2115,민망하고,2
2116,민망하며,2
2117,민망하지 않다,-2
2118,민망하지 않게,-2
2119,민망하지 않은,-2
2120,민망하지 않고,-2
2121,민망하지 않으며,-2
2122,민망안한,-2
2123,싱싱하게,1
2124,싱싱한,1
2125,싱싱하다,2
2126,싱싱하고,2
2127,싱싱하며,2
2128,싱싱하지 않다,-2
2129,싱싱하지 않게,-2
2130,싱싱하지 않은,-2
2131,싱싱하지 않고,-2
2132,싱싱하지 않으며,-2
2133,싱싱안한,-2
2134,생소하게,1
2135,생소한,1
2136,생소하다,2
2137,생소하고,2
2138,생소하며,2
2139,생소하지 않다,-2
2140,생소하지 않게,-2
2141,생소하지 않은,-2
2142,생소하지 않고,-2
2143,생소하지 않으며,-2
2144,생소안한,-2
2145,무성하게,1
2146,무성한,1
2147,무성하다,2
2148,무성하고,2
2149,무성하며,2
2150,무성하지 않다,-2
2151,무성하지 않게,-2
2152,무성하지 않은,-2
2153,무성하지 않고,-2
2154,무성하지 않으며,-2
2155,무성안한,-2
2156,성급하게,1
2157,성급한,1
2158,성급하다,2
2159,성급하고,2
2160,성급하며,2
2161,성급하지 않다,-2
2162,성급하지 않게,-2
2163,성급하지 않은,-2
2164,성급하지 않고,-2
2165,성급하지 않으며,-2
2166,성급안한,-2
2167,자잘하게,1
2168,자잘한,1
2169,자잘하다,2
2170,자잘하고,2
2171,자잘하며,2
2172,자잘하지 않다,-2
2173,자잘하지 않게,-2
2174,자잘하지 않은,-2
2175,자잘하지 않고,-2
2176,자잘하지 않으며,-2
2177,자잘안한,-2
2178,엄하게,1
2179,엄한,1
2180,엄하다,2
2181,엄하고,2
2182,엄하며,2
2183,엄하지 않다,-2
2184,엄하지 않게,-2
2185,엄하지 않은,-2
2186,엄하지 않고,-2
2187,엄하지 않으며,-2
2188,엄안한,-2
2189,중하게,1
2190,중한,1
2191,중하다,2
2192,중하고,2
2193,중하며,2
2194,중하지 않다,-2
2195,중하지 않게,-2
2196,중하지 않은,-2
2197,중하지 않고,-2
2198,중하지 않으며,-2
2199,중안한,-2
2200,깊숙하게,1
2201,깊숙한,1
2202,깊숙하다,2
2203,깊숙하고,2
2204,깊숙하며,2
2205,깊숙하지 않다,-2
2206,깊숙하지 않게,-2
2207,깊숙하지 않은,-2
2208,깊숙하지 않고,-2
2209,깊숙하지 않으며,-2
2210,깊숙안한,-2
2211,타당하게,1
2212,타당한,1
2213,타당하다,2
2214,타당하고,2
2215,타당하며,2
2216,타당하지 않다,-2
2217,타당하지 않게,-2
2218,타당하지 않은,-2
2219,타당하지 않고,-2
2220,타당하지 않으며,-2
2221,타당안한,-2
2222,두툼하게,1
2223,두툼한,1
2224,두툼하다,2
2225,두툼하고,2
2226,두툼하며,2
2227,두툼하지 않다,-2
2228,두툼하지 않게,-2
2229,두툼하지 않은,-2
2230,두툼하지 않고,-2
2231,두툼하지 않으며,-2
2232,두툼안한,-2
2233,상큼하게,1
2234,상큼한,1
2235,상큼하다,2
2236,상큼하고,2
2237,상큼하며,2
2238,상큼하지 않다,-2
2239,상큼하지 않게,-2
2240,상큼하지 않은,-2
2241,상큼하지 않고,-2
2242,상큼하지 않으며,-2
2243,상큼안한,-2
2244,세밀하게,1
2245,세밀한,1
2246,세밀하다,2
2247,세밀하고,2
2248,세밀하며,2
2249,세밀하지 않다,-2
2250,세밀하지 않게,-2
2251,세밀하지 않은,-2
2252,세밀하지 않고,-2
2253,세밀하지 않으며,-2
2254,세밀안한,-2
2255,지독하게,1
2256,지독한,1
2257,지독하다,2
2258,지독하고,2
2259,지독하며,2
2260,지독하지 않다,-2
2261,지독하지 않게,-2
2262,지독하지 않은,-2
2263,지독하지 않고,-2
2264,지독하지 않으며,-2
2265,지독안한,-2
2266,편평하게,1
2267,편평한,1
2268,편평하다,2
2269,편평하고,2
2270,편평하며,2
2271,편평하지 않다,-2
2272,편평하지 않게,-2
2273,편평하지 않은,-2
2274,편평하지 않고,-2
2275,편평하지 않으며,-2
2276,편평안한,-2
2277,비스듬하게,1
2278,비스듬한,1
2279,비스듬하다,2
2280,비스듬하고,2
2281,비스듬하며,2
2282,비스듬하지 않다,-2
2283,비스듬하지 않게,-2
2284,비스듬하지 않은,-2
2285,비스듬하지 않고,-2
2286,비스듬하지 않으며,-2
2287,비스듬안한,-2
2288,친숙하게,1
2289,친숙한,1
2290,친숙하다,2
2291,친숙하고,2
2292,친숙하며,2
2293,친숙하지 않다,-2
2294,친숙하지 않게,-2
2295,친숙하지 않은,-2
2296,친숙하지 않고,-2
2297,친숙하지 않으며,-2
2298,친숙안한,-2
2299,교묘하게,1
2300,교묘한,1
2301,교묘하다,2
2302,교묘하고,2
2303,교묘하며,2
2304,교묘하지 않다,-2
2305,교묘하지 않게,-2
2306,교묘하지 않은,-2
2307,교묘하지 않고,-2
2308,교묘하지 않으며,-2
2309,교묘안한,-2
2310,온순하게,1
2311,온순한,1
2312,온순하다,2
2313,온순하고,2
2314,온순하며,2
2315,온순하지 않다,-2
